company_clean,connection_count,avg_priority_score,top_persona
SVPM | Mineração Serra Verde,1,19.0,Consultant
SUSONITY,1,22.0,Other
STX Next,1,23.0,Other
STRONG Conveniada FGV,1,8.0,Other
ST Consultores,1,15.0,Other
SRCon GmbH,1,19.0,Consultant
SQUARERA,1,27.0,HR
SQUARE CITY,1,19.0,Consultant
SPRO,1,34.0,Consultant
SPL Engenharia,1,15.0,Other
SP+ Escolas,1,15.0,Other
SOLVACE,1,21.0,HR
SOLCOM GmbH,1,12.0,Other
SOFTGAMES,1,29.0,HR
SLC Agrícola S/A,1,29.0,Data Engineer
SKF Group,1,8.0,Other
Scheidtweiler Strategie,1,8.0,Other
Scheer Group,1,12.0,Other
Scale Healthcare ( India ),1,16.0,Other
Scala,1,19.0,BI Analyst
Savener,1,32.0,HR
Savant Network,1,26.0,Other
Sauter,1,35.0,HR
Saturam,1,21.0,HR
Sanctuary Personnel,1,21.0,Consultant
Sancho BBDO,1,21.0,HR
Sanar,1,20.0,Data Scientist
Saleshandy,1,22.0,Other
SalesPoint Incorporation,1,30.0,HR
Salentus,1,12.0,Other
Salas Montalvo,1,22.0,Other
Safra,1,12.0,Other
Aerosend,1,12.0,Other
Aegro,1,25.0,Product
Adão Imóveis,1,17.0,HR
Adylog S.A.S,1,12.0,Other
Adm Moveis E Design,1,12.0,Other
Aden,1,12.0,Other
Ademicon,1,22.0,Other
SellCord,1,37.0,HR
"Seguros, tendencias y riesgos SURA",1,13.0,Other
Seatrium,1,8.0,Other
Search Atlas,1,24.0,HR
Search Advise GmbH,1,22.0,Other
Scotiabank Uruguay,1,40.0,Other
Scotiabank,1,15.0,Other
Scienza Uruguay,1,48.0,Other
Schneider Electric,1,18.0,Other
Share People Hub,1,15.0,Other
Shape,1,27.0,Data Engineer
Sfera Legal,1,24.0,HR
Servicio de Salud Metropolitano Central,1,15.0,Other
ServiceRocket,1,21.0,HR
Serpro,1,27.0,Data Engineer
Serena,1,33.0,Data Engineer
Seprotec Multilingual Solutions,1,28.0,Other
Sentry,1,21.0,HR
Selpe Gente e Gestão,1,24.0,HR
Agir,1,18.0,Other
Agile Lab,1,27.0,Data Engineer
Agile Inc,1,12.0,Other
Agape Group,1,18.0,Other
Afriam International,1,23.0,Other
Aerospace,1,8.0,Other
Smart Fit,1,25.0,Other
Skyone,1,27.0,Data Engineer
Skalbach GmbH,1,12.0,Other
Sixtema,1,33.0,Data Engineer
Six Stars Agency,1,12.0,Other
Sitel Panamá,1,15.0,Other
Sistema FIERGS,1,12.0,Other
Sirato Group,1,12.0,Other
Simplest.guru,1,32.0,HR
Simon-Kucher,1,23.0,Other
Silicon,1,8.0,Other
Sicoob Confederação,1,35.0,Other
Shift,1,52.0,Other
Shell,1,35.0,Other
SharePrime,1,17.0,HR
ShareCV,1,31.0,HR
Sourcicle,1,19.0,Consultant
Source Resources Pvt. Limited,1,15.0,Other
Sopra Steria,1,27.0,HR
Sonde3,1,37.0,HR
SolvePlan,1,23.0,Other
Solar Coca-Cola,1,18.0,Other
Softonic,1,12.0,Other
SoftSystem IT,1,24.0,Data Analyst
SoftProject,1,19.0,Other
SoftDoes,1,46.0,HR
Society of Petroleum Engineers International,1,22.0,Other
Sociedade Beneficência e Caridade Lajeado - Hospital Bruno Born (HBB),1,12.0,Other
Smartspace,1,12.0,Other
Smartsheet,1,12.0,Other
Smarthis,1,27.0,Data Engineer
SmartChoice International Limited,1,31.0,Consultant
Stalse,1,20.0,Data Analyst
Stadt Lünen,1,12.0,Other
Stadt Essen,1,12.0,Other
Squaredev,1,35.0,Data Scientist
SprintHub,1,12.0,Other
Spread Tecnologia,1,42.0,Other
Spinomenal,1,24.0,HR
Spilberg IT Dev Careers,1,29.0,Consultant
Spilberg,1,22.0,Other
Spencer Ogden,1,25.0,Consultant
SpeedMart,1,31.0,HR
Spassu,1,18.0,Other
Sparkasse Hannover,1,12.0,Other
Spark,1,22.0,Other
SpaceDev,1,12.0,Other
Sozial-Konzept AG,1,8.0,Other
Suominen Corporation,1,31.0,HR
Sunndex,1,24.0,Data Analyst
Suma Soft Pvt Ltd,1,19.0,Software Engineer
Stückle-Druck,1,8.0,Other
Stylest Boutique,1,12.0,Other
Studio7,1,23.0,Other
Studio Lyra,1,18.0,Other
Strong Point,1,33.0,Project / Program Manager
Stratum Group,1,25.0,Consultant
Strategy Institute,1,27.0,Project / Program Manager
Strata Community Insurance,1,30.0,Product
Storware,1,26.0,Other
Stolt-Nielsen,1,26.0,Data Scientist
StepWise,1,27.0,HR
Stark Medien GmbH,1,12.0,Other
Standard Chartered,1,8.0,Other
Access Bank Plc,1,27.0,Data Engineer
Accelerant,1,35.0,Data Scientist
Academia do Dev,1,8.0,Other
Abradi,1,8.0,Other
Abercrombie & Fitch Co,1,28.0,Data Engineer
Abbott,1,22.0,Other
Aays,1,20.0,Other
Aarohaan Sales and Services,1,22.0,HR
Aarin,1,11.0,Other
Swiss Post,1,18.0,Other
Swiftly,1,24.0,HR
Swift Recruit,1,22.0,Other
Sweetpad,1,12.0,Other
Swap,1,27.0,Product
Support Farma,1,15.0,Consultant
Superhuman,1,27.0,Data Engineer
TBG | The Bachrach Group,1,18.0,Other
TALENTIZE Pro Result,1,19.0,Consultant
SysPay,1,22.0,Other
SysMap Solutions,1,27.0,Data Engineer
Syone,1,18.0,Other
Synergie Executive,1,26.0,Operations
Syneos Health via AMS,1,20.0,Other
SymBio,1,19.0,Consultant
SwitchUp,1,20.0,Other
Addi,1,22.0,Other
Addepto,1,15.0,Other
Adalab,1,25.0,Consultant
Activo.uy,1,35.0,HR
Active Recruitment SEN Ltd,1,19.0,Consultant
Acid Labs,1,18.0,Other
Achs Seguro Laboral,1,21.0,Other
TRIXXO Nederland,1,12.0,Other
TREND-IT,1,12.0,Other
TORTORICI & PARTNERS,1,28.0,Other
TOPSTEP GmbH,1,25.0,Other
TOP CABLE,1,21.0,Other
TMLabs,1,16.0,Other
TLTD HR,1,21.0,HR
TK Chauffeur-und Fahrservice GmbH,1,8.0,Other
TITANS CZ,1,16.0,Other
THRYVE,1,18.0,Other
THACO Group,1,21.0,Other
TEN Information Management GmbH,1,12.0,Other
TEN - Torres Eólicas do Nordeste,1,18.0,Other
TEMAK S.A,1,31.0,HR
TEILOR,1,35.0,HR
TD SYNNEX Multi-Country Area (Español),1,24.0,HR
Talentschuppen,1,8.0,Other
Talento Incluir,1,30.0,Consultant
Talento Humano Empresarial . Independent Professional,1,12.0,Other
Talento,1,34.0,HR
Talentia,1,25.0,Other
Talentful,1,12.0,Other
Talentfluss,1,12.0,Other
Talent Works RH,1,8.0,Other
Talent Nova,1,19.0,Consultant
Talent Match- Firma de Reclutamiento y selección,1,19.0,Consultant
Talando Recruitment,1,21.0,Other
Talan Americas,1,8.0,Other
TakenJobs,1,12.0,Other
Taco Bell,1,9.0,Other
Tabby,1,18.0,Other
TTB Board,1,12.0,Other
Tempton,1,12.0,Other
Telespazio,1,12.0,Other
Teleios Recruitment Ltd,1,11.0,Other
Telefónica,1,34.0,Machine Learning / AI
Telasist,1,26.0,Other
Tekgence Inc,1,20.0,Other
Tecnocomp Tecnologia e Serviços,1,12.0,Other
Team 1001,1,12.0,Other
Teachable,1,35.0,Data Engineer
Tasken,1,12.0,Other
Tarmac.IO,1,27.0,Data Engineer
Target Recrutamento e Seleção,1,12.0,Other
Tarento Group,1,23.0,Product
Tarco Aviation,1,11.0,Other
Tanta University,1,8.0,Other
"Tanisha Systems, Inc",1,15.0,Other
The University of Hong Kong,1,8.0,Other
The University of Göttingen,1,12.0,Other
The Talent Care,1,15.0,Other
The School Of Conscious Leadership,1,30.0,Consultant
The Play,1,18.0,Other
The Next Moove,1,19.0,Consultant
The Maxol Group,1,24.0,Data Analyst
The Lubrizol Corporation,1,20.0,Data Analyst
The Dream School,1,19.0,Consultant
The Cross-Cultural Community Services Association (TCCSA),1,19.0,Software Engineer
The Citco Group Limited,1,22.0,Other
Texfyt | Nonwoven,1,31.0,HR
Texas Psychiatry Group,1,27.0,Machine Learning / AI
Texas McCombs School of Business,1,35.0,Other
Terra,1,37.0,HR
Tenaska,1,21.0,HR
Toledo Prudente Centro Universitário,1,8.0,Other
Tola Capital,1,19.0,Consultant
To Do Green,1,12.0,Other
Tivita,1,15.0,Other
Tismart,1,24.0,HR
Tintschl Unternehmensgruppe,1,25.0,Consultant
Timing,1,12.0,Other
Tilburg University,1,12.0,Other
Tikiwe® - Taschen aus Kork,1,8.0,Other
Tiger Resourcing Group,1,19.0,Consultant
Tiendamia,1,25.0,Other
TicMobile Empresas - Distribuidor Orange,1,31.0,HR
Tibber,1,23.0,Other
Thommes & Kollegen - Architekten und Ingenieur PartGmbB,1,8.0,Other
Think IT,1,25.0,Other
The University of Manchester,1,12.0,Other
Tredence Inc,1,39.0,Other
Travel Designer Group,1,25.0,Other
Transportes Cavalinho,1,12.0,Other
Transcodezy IT Solutions Pvt. Ltd,1,28.0,Other
Transbacini,1,8.0,Other
Trafigura,1,34.0,HR
TraffHub,1,16.0,Other
Trading 212,1,18.0,Other
Trade Republic,1,24.0,Operations
Toteat,1,28.0,Other
Total Atacado,1,12.0,Other
Toss Bank(토스뱅크),1,15.0,Other
Torfresma,1,15.0,Other
Toradex,1,8.0,Other
Top Management,1,22.0,Consultant
Tontine Trust,1,23.0,Product
"UNESP - Universidade Estadual Paulista ""Júlio de Mesquita Filho""",1,12.0,Other
Téo Me Why,1,12.0,Other
Turn2C Consórcio Inteligente,1,11.0,Other
Tu Terapia,1,8.0,Other
TryHackMe,1,23.0,Product
Truviq Systems,1,18.0,Other
TrustYou,1,20.0,Other
Trupropel,1,34.0,HR
TruelyCrack,1,33.0,HR
Troocoo,1,15.0,Consultant
Trimble Inc,1,19.0,Consultant
Trillion Health and Hormone,1,28.0,HR
Tricura Insurance Group,1,29.0,Other
Tribanco,1,20.0,Data Analyst
Trendyol Group,1,26.0,Other
Trend People,1,12.0,Other
Unilever,1,8.0,Other
Unijorge,1,12.0,Other
Unichristus,1,8.0,Other
UniFirst Corporation,1,27.0,HR
Unholster,1,24.0,HR
Understanding Solutions,1,30.0,Consultant
Under Labz,1,19.0,Other
Umbilical Advanced,1,22.0,Consultant
Ultra,1,22.0,Other
Ufes - Universidade Federal do Espírito Santo,1,8.0,Other
UPTURNco,1,31.0,Consultant
UPS Capital®,1,25.0,Other
UPA 24H - Unidade de Pronto Atendimento,1,8.0,Other
UNODC,1,27.0,HR
UNITED MACHINING,1,32.0,HR
UNI7 - Centro Universitário 7 de Setembro,1,12.0,Other
University of Brighton,1,12.0,Other
Universitat Carlemany,1,12.0,Other
Universitas Negeri Makassar,1,8.0,Other
Universidade de Passo Fundo,1,8.0,Other
Universidade Presbiteriana Mackenzie,1,8.0,Other
Universidade Federal do Rio Grande do Sul,1,12.0,Other
Universidade CIMATEC,1,8.0,Other
Universidad del Alba,1,15.0,Other
Universidad de 'San Andrés',1,17.0,Data Analyst
Universidad San Sebastián,1,15.0,Other
Universidad Católica del Uruguay,1,40.0,Other
Unity,1,27.0,Project / Program Manager
Unite Talent,1,12.0,Other
Unit,1,8.0,Other
Uniper,1,27.0,Data Engineer
Unimad,1,23.0,Other
VINCI Energies,1,31.0,Other
VFX Financial,1,20.0,Other
VFS Global,1,30.0,HR
VExpenses,1,15.0,Other
VERO ENGENHARIA DE RISCO E CONSULTORES ASSOCIADOS,1,15.0,Consultant
VENTURIA LEGAL,1,21.0,Other
VBSO Advogados,1,27.0,HR
VARTEQ Inc,1,33.0,Data Engineer
V17 Recruitment,1,19.0,Consultant
Uscreen,1,20.0,Data Analyst
Urca Angels,1,12.0,Other
Uptick,1,12.0,Other
Upstart 13,1,29.0,Data Engineer
Upshifters,1,27.0,HR
University of Luxembourg,1,12.0,Other
University of Denver - Daniels College of Business,1,22.0,Data Analyst
ARTEMIS Augenkliniken und med. Versorgungszentren,1,12.0,Other
"ARTE - Agência para a Reforma Tecnológica do Estado, IP",1,29.0,Other
ARIMANY Selecció de Talent,1,19.0,Consultant
ARCA Mobility as a Service,1,32.0,HR
"AQUA Information Systems, Inc",1,18.0,Other
APSCo,1,22.0,Other
ANWB,1,18.0,Other
Value2Biz,1,31.0,Other
Valor Real Empreendimentos,1,8.0,Other
Vallora Benefícios,1,12.0,Other
Valid,1,15.0,Other
Valeria Industrióloga,1,34.0,Consultant
Valense,1,21.0,Other
Valcon,1,21.0,HR
VR Bank Schleswig-Holstein Mitte,1,12.0,Other
VMK Holding,1,12.0,Other
Venture People,1,25.0,Consultant
Ventura TRAVEL,1,27.0,Data Engineer
Veloe,1,27.0,Data Engineer
Veho,1,12.0,Other
Various Companies,1,22.0,Other
Vanvi construções complexo BYD,1,8.0,Other
VanesaRinaudo.HR,1,19.0,Consultant
Van den Oudenrijn B.V,1,12.0,Other
Van Hyde International,1,27.0,Operations
AXA Global Business Services (AXA GBS),1,18.0,Other
AVA Bioenergia,1,17.0,HR
ATIVU Tecnologia | Gestão de Custos e Ativos de TI e Telecom,1,24.0,Data Scientist
ATALIAN,1,19.0,Consultant
ASSERTIZE,1,28.0,HR
ASSA ABLOY Group,1,15.0,Other
ASHRAE Brasília Student Branch,1,8.0,Other
Visure Solutions,1,31.0,HR
Visible,1,15.0,Other
Virtual Minds,1,20.0,Other
Virtual Internships,1,18.0,Other
Viridien,1,23.0,Other
Vinícola Jolimont,1,25.0,Other
VinDynamics,1,31.0,HR
Viamafia Fitness,1,18.0,Other
Vialaser Depilação,1,12.0,Other
Viaflow - Talentos & Tecnologia,1,28.0,HR
Vertical Falls LLC,1,23.0,Other
Vertex Agility Ltd,1,19.0,Consultant
Verizon,1,27.0,Data Engineer
Verisure,1,21.0,HR
VeriiPro,1,25.0,Other
Verena Laumayer,1,12.0,Other
WK Personalberatung GmbH,1,12.0,Other
WIANCO OTT Robotics GmbH,1,23.0,Other
WEINIG HOLZ-HER Australia,1,18.0,Other
WEBJUMP,1,8.0,Other
"WAN-IFRA, the World Association of News Publishers",1,12.0,Other
WAGNER LIVING,1,12.0,Other
W3haus,1,8.0,Other
Vp GmbH,1,32.0,HR
Vorbrix,1,20.0,Other
Vontier,1,31.0,Consultant
Voluble Systems LLC,1,41.0,Other
Voltic Inc,1,27.0,HR
Volis,1,28.0,Product
Viventium,1,34.0,HR
Viva Republica (Toss),1,15.0,Other
Vitoria - Recursos Humanos,1,34.0,HR
West Monroe,1,18.0,Other
Werving op Maat,1,25.0,Consultant
Wenger & Watson Inc,1,19.0,Consultant
Wellz by Wellhub,1,12.0,Other
WelHome,1,24.0,Data Scientist
Webmotors,1,21.0,HR
Weber Ambiental,1,8.0,Other
We Are Pipol,1,24.0,HR
We Are Fiber,1,26.0,Other
Wazo International,1,22.0,Other
Warren Investimentos,1,8.0,Other
Wallpaper & Carpets Distributors (M) Sdn Bhd,1,31.0,HR
WV Eventos LTDA,1,12.0,Other
WTime Business Intelligence,1,17.0,HR
WP LAB,1,8.0,Other
WM Gruppe,1,15.0,Other
XRAYS TRADING,1,12.0,Other
Wyndham Garden,1,37.0,HR
Wylinka,1,24.0,Other
Woxer,1,20.0,Other
Workstream,1,15.0,Other
WorkIT,1,22.0,Other
Woodside Energy India,1,28.0,Other
Wonga,1,12.0,Other
Wizdaa,1,18.0,Other
Wizards of the Coast,1,28.0,Consultant
WirtschaftsTreuhand GmbH,1,31.0,HR
Wird,1,15.0,Other
Wilson Sons,1,8.0,Other
WiiGroup,1,20.0,Data Analyst
Wheel the World,1,35.0,HR
Westcoaching,1,12.0,Other
Yochana IT Solutions INC,1,25.0,Other
Yandeh,1,27.0,Data Engineer
Yaman,1,22.0,Other
Yalla Car - Aluguel de Carros,1,21.0,HR
Yahoo,1,12.0,Other
YHA Australia,1,22.0,Other
YDUQS,1,27.0,Data Engineer
Xtedder,1,28.0,Other
XpertScout GmbH,1,25.0,Consultant
Xperiun,1,34.0,BI Analyst
Xpantion,1,21.0,HR
Xinfotec.llc,1,18.0,Other
Xeridia,1,30.0,HR
Xebia,1,33.0,Data Engineer
Xcellent Talents,1,12.0,Other
XSITE Segurança da Informação,1,18.0,Other
adaption,1,12.0,Other
abtis,1,25.0,Consultant
Zubale,1,13.0,Other
Zortify,1,25.0,Other
Zixbe,1,19.0,Other
ZeuZ,1,34.0,HR
Zeta Dados,1,25.0,Other
Zenklub,1,12.0,Other
ZapSign,1,21.0,Other
"Zafer Taahhüt, İnşaat ve Tic. A.Ş",1,27.0,HR
ZF Group,1,11.0,Other
ZEROGATE,1,15.0,Other
ZEISS Group,1,22.0,Other
ZAVAZ Media Group,1,28.0,Other
ZAFIRO TELECOM,1,28.0,Other
Young Talents GmbH,1,19.0,Consultant
connexta,1,12.0,Other
chreative,1,19.0,Consultant
capacura,1,13.0,Other
beecrowd,1,19.0,Other
beFesti,1,12.0,Other
beAnalytic,1,12.0,Other
barrahache,1,19.0,Consultant
backlgrs,1,12.0,Other
bSide,1,12.0,Other
atelier TILIJA,1,23.0,Other
astara,1,23.0,Other
apoprojekt,1,22.0,Other
ambass GmbH,1,18.0,Other
alt.bank,1,27.0,HR
adorsys,1,20.0,Other
addendum Pro,1,24.0,Operations
epostbox,1,19.0,Consultant
empower,1,12.0,Other
emnify,1,35.0,Data Engineer
eleQtron GmbH,1,22.0,HR
e-Safer,1,12.0,Other
dr. Fuchs Personalberatung,1,31.0,Other
doc9,1,27.0,Product
dnata,1,20.0,HR
dhauz,1,35.0,Data Engineer
develop,1,22.0,Consultant
delaware International,1,22.0,Other
dLocal,1,8.0,Other
cuBec,1,12.0,Other
coretress GmbH,1,12.0,Other
contagi,1,18.0,Other
conrizon AG,1,25.0,Other
tilli,1,18.0,Other
tecmentor,1,46.0,Consultant
teceo,1,27.0,Data Engineer
tapi,1,21.0,Other
talentsconnect Group,1,20.0,Other
softgarden e-recruiting GmbH,1,22.0,Other
richter & heß VERPACKUNGEN,1,16.0,Other
remoti,1,18.0,Other
prismat GmbH,1,29.0,Consultant
praktischArzt & Medi-Karriere – pA Medien GmbH,1,12.0,Other
freiberuflich tätig,1,44.0,Consultant
foRHum,1,18.0,Other
five5in GmbH,1,18.0,Other
finbyte,1,21.0,HR
expertum Gruppe,1,19.0,Consultant
estudante,1,19.0,Software Engineer
iUNGO,1,17.0,HR
iCube - Direction informatique Castel,1,18.0,Other
iBoost Talent Raleigh South,1,22.0,Other
i9edu,1,27.0,Data Engineer
i-Link Solutions/State of MA,1,35.0,Data Engineer
hyrUP GmbH,1,19.0,Consultant
hamrah mobin maham arvand,1,24.0,Data Scientist
go2Win,1,17.0,HR
gente seguradora,1,22.0,Other
fundcraft,1,29.0,HR
AMZ Ad Firm,1,19.0,Consultant
AMKmotion GmbH + Co KG,1,23.0,Other
AMEWAS,1,16.0,Other
ALTAVE,1,17.0,HR
ALOIA AEROSPACE INC,1,8.0,Other
500 Designs,1,18.0,Other
#ONO (Open to New Opportunities),1,25.0,Other
ALLOS,1,27.0,Data Engineer
ALGORTA S.A,1,25.0,Other
AK Business Intelligence LLC,1,19.0,Consultant
AGL Solutions,1,8.0,Other
AGCO Corporation,1,20.0,HR
AEP Talento,1,12.0,Other
AE Talents Group Inc,1,27.0,HR
ADVANCED SCHEMA,1,26.0,Other
ADMIRAL Group,1,21.0,HR
ADEPARA,1,12.0,Other
virtual7 GmbH,1,18.0,Other
valantic,1,25.0,Other
univativ GmbH,1,25.0,Consultant
uBreakiFix,1,12.0,Other
4zOOm - Business Solution,1,16.0,Other
Самозайнятий,1,11.0,Other
Árbore Engenharia,1,20.0,HR
Ágil Talentos,1,22.0,Consultant
®CS Global IT ☁,1,43.0,Data Engineer
yellow.rec,1,25.0,Other
wehandle,1,26.0,Data Scientist
"pml, we know how",1,28.0,Other
over99,1,35.0,Data Engineer
openEuler,1,12.0,Other
notro,1,19.0,Other
nexwave,1,27.0,Consultant
2a Vara civil do Foro da Comarca de Canela,1,15.0,Other
200DEV,1,8.0,Other
+A Educação,1,18.0,Other
++hellohello,1,25.0,Other
&V Recruitment,1,15.0,Other
